id,year,month,day,1st,2nd,3rd,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10
686,1992,12,20,474,6604,5057,327,812,1474,1543,3690,4514,5961,6185,6570,7591,1716,3703,3733,4194,4476,6223,6455,6733,7709,8031
687,1992,12,26,8230,5533,1075,325,1155,1293,2771,2937,4687,5922,6650,8655,8850,994,1513,3286,4420,6829,7170,7663,8009,8693,8754
688,1992,12,27,1187,4946,3805,3487,4146,5544,6241,7010,8325,8588,8775,9066,9110,2225,2310,3236,4812,5388,5563,6166,8992,9522,9526
689,1993,1,2,977,9639,1359,1121,2440,3932,5092,5222,5796,6249,8137,9199,9338,336,2509,2739,2851,5806,5925,6991,7438,7706,9991
690,1993,1,3,8974,2589,1415,797,1254,2490,4209,4594,6319,6940,7826,9301,9560,116,328,1104,4904,5121,5260,5932,7154,8069,9631
691,1993,1,9,5348,7150,3290,918,2613,3190,4607,6238,7442,8103,8410,8491,9588,293,1261,1957,2035,2679,4276,4965,7406,7462,9291
692,1993,1,10,3047,2619,9694,803,1713,2620,3643,5295,7095,7241,7944,8192,9810,383,1202,2327,4802,4803,5708,5797,8274,9034,9676
693,1993,1,16,3084,2062,2152,1570,2309,4421,5191,5194,5241,5415,6009,7138,8641,883,981,1055,2794,3370,3822,4126,6741,7224,7288
694,1993,1,17,197,3716,6107,1362,2508,3698,4277,5051,5409,6586,7176,8026,8356,860,4221,4290,5614,6115,6989,7181,7737,8190,9503
695,1993,1,23,7767,8960,9838,641,1132,2070,2573,3573,4601,5591,6267,6272,8156,415,444,1397,3098,3682,6804,7724,8361,8672,9582
696,1993,1,24,8015,8912,7696,1436,1489,2156,2878,4932,5990,7182,7899,8918,9985,365,712,1163,1946,3306,4330,4377,7876,7882,8560
697,1993,1,30,2580,7920,9575,1113,1531,2174,2394,3303,5632,5769,6668,7589,8933,1902,3707,3900,4902,5134,5854,6128,8176,8510,8744
698,1993,1,31,5850,831,1051,1479,1699,2609,3064,4454,6535,7158,7618,7918,9417,2673,2706,4203,5792,6033,6573,7904,8175,8370,9767
699,1993,2,6,3616,6514,929,1183,1700,2180,2243,5534,5648,5794,6586,7211,9383,288,902,1032,1176,1754,3651,3680,3995,5288,8265
700,1993,2,7,7670,8205,2977,905,946,1902,2304,3922,4789,5045,6635,8011,8669,1706,1978,3663,4021,4949,6857,8385,8805,8929,9704
701,1993,2,13,3618,439,5291,982,1379,1805,3843,6342,6522,7057,7712,9086,9778,250,1459,2195,2411,2598,5811,5840,8674,8870,9476
702,1993,2,14,36,4689,3460,1246,1681,2684,3429,4458,4753,4960,5334,5366,8675,120,1343,1445,2060,2882,4072,4211,6085,6282,7055
703,1993,2,20,2045,6704,2150,585,775,2355,2447,3623,3984,5553,5806,6540,9015,712,1814,1926,3700,6162,6784,6892,7439,9062,9637
704,1993,2,21,9386,3058,2448,205,1859,2211,3107,3908,4975,5633,8294,9200,9869,134,1935,2013,3609,3992,4232,4724,5778,5826,9726
705,1993,2,27,7415,8352,2332,1120,3255,3679,3952,4815,6411,7381,7831,7928,8173,229,3580,4423,5171,6279,6653,7060,7103,7435,9984
706,1993,2,28,4627,2461,2041,308,345,461,476,3839,4898,5132,7867,8519,9650,3512,4691,5481,5529,5760,7287,8074,9435,9674,9892
707,1993,3,6,5480,5415,4038,532,2334,2574,3851,4152,5337,7609,8262,8921,9763,33,1617,1798,3079,3668,5579,5595,6113,6817,8525
708,1993,3,7,5203,9476,664,424,1100,1816,2075,3246,5828,6472,7093,7544,9413,1562,1812,2257,3115,4053,4250,4300,7626,8287,9586
709,1993,3,13,4218,9706,1763,3015,6671,6759,6885,7010,7606,8588,9259,9384,9458,286,476,2057,2905,3861,4011,5920,8930,9114,9433
710,1993,3,14,6350,2425,9084,334,646,2206,3694,5107,5418,5758,8468,8733,9157,1149,3365,3524,3593,5148,6040,6051,6606,7279,9030
711,1993,3,20,5726,6743,8872,1291,1841,1981,4211,4344,8379,8429,8900,9430,9978,437,1671,2137,2691,4176,4493,6297,8497,8718,8767
712,1993,3,21,4759,8919,1222,560,2083,4207,4666,5211,5820,6046,6826,8037,8465,614,662,1271,1419,3822,3854,5062,8112,9486,9613
713,1993,3,27,832,6224,311,1307,2490,3185,4021,5268,5648,6325,7565,8479,8543,1168,1383,7001,7885,7955,8145,8508,8724,8874,9053
714,1993,3,28,1620,6495,9172,1862,6339,7446,7594,7964,9239,9247,9390,9795,9996,102,1421,1429,2116,2347,2731,2741,3757,5564,7069
715,1993,4,3,3081,8011,5583,1263,2226,3521,3899,4033,4840,5423,6692,7622,8832,195,1182,1676,3108,3463,3741,4759,6450,6766,7447
716,1993,4,4,3274,5275,1259,2152,2269,3036,4902,4936,5091,6058,7505,7968,8042,343,1335,3329,4512,4798,5711,7078,8336,8713,9898
717,1993,4,10,1919,8049,8235,293,741,1655,1871,2167,4088,6145,6276,7943,8524,455,2857,3090,4794,5553,5968,7229,7396,9572,9723
718,1993,4,11,1511,3781,5315,281,1438,2578,2937,3628,3685,4062,4969,8521,9210,123,531,1805,1858,4119,4218,4235,8035,8359,9858
719,1993,4,17,7409,5208,4088,29,3491,5259,5608,5669,6006,8361,8387,9546,9860,269,1079,1932,3376,4342,4912,7601,8300,8353,9066
720,1993,4,18,6935,4305,7970,130,305,615,1398,1614,5548,6076,6140,7038,8514,777,4614,5919,6842,7412,7724,8372,8643,9327,9544
721,1993,4,24,5686,135,7815,246,311,465,2279,5059,5262,6701,8977,9040,9161,64,2488,3115,6081,7130,7720,8149,8337,9259,9528
722,1993,4,25,206,1902,9651,1559,2167,3848,4899,4992,5882,6356,7950,8541,8910,413,2105,3140,3991,4160,4414,6322,6422,7960,9752
723,1993,5,1,9785,4607,8603,390,1484,1689,1814,2458,3151,5513,5899,6017,7751,1308,4523,4989,5665,6305,6791,7310,8639,9292,9924
724,1993,5,2,4286,621,2124,188,415,2228,2647,4274,4322,4862,7193,8509,9440,533,1314,2034,2331,3409,4297,4439,5025,6030,6158
725,1993,5,8,2745,5318,5907,1203,1481,2954,3374,3657,4265,4581,6930,7388,9994,389,2300,3208,3726,4818,5355,6415,8191,9619,9620
726,1993,5,9,8394,5067,9402,1140,2445,2581,4153,4974,5113,7029,7662,9472,9512,2918,3382,4847,4909,6162,7566,7640,8080,9817,9973
727,1993,5,15,5214,4650,7588,860,2929,3687,5321,6920,7068,7112,7170,7457,8856,1947,3119,4768,5288,6627,6677,8098,8565,8831,9424
728,1993,5,16,3424,183,225,151,1495,2138,2978,3394,4265,5148,9035,9294,9502,923,1265,2493,5320,5540,6268,6624,7347,8627,9901
729,1993,5,22,9740,1238,1040,4,142,1261,1946,3768,3989,4580,5972,8465,8832,967,1069,1571,3051,5177,6568,6935,7123,7722,8487
730,1993,5,23,3247,2019,5398,650,2254,3219,3450,7222,8798,8869,8915,8973,9742,92,354,3404,4480,4656,6081,6551,7555,8240,9049
731,1993,5,29,8055,960,625,255,1849,2882,3991,4589,4899,5433,6869,7857,8906,2463,3192,3343,3561,4278,4634,5276,7993,8508,8681
732,1993,5,30,8916,2293,3621,371,2483,2573,5976,6577,6832,7139,7153,7542,9463,1169,2451,2451,2850,3511,5303,5491,5635,7884,9136
733,1993,6,5,988,2371,7134,477,1108,2272,2533,4728,4754,6692,7060,9036,9165,1262,2370,2421,3547,4381,5794,6121,7370,8965,9754
734,1993,6,6,6601,9532,1736,1812,1982,2000,2656,3151,3607,7288,7365,8720,9010,404,417,1474,2407,3076,3234,5421,5643,6022,8579
735,1993,6,12,6984,5568,5829,1499,1562,1587,1645,4355,4979,6690,7286,9370,9574,1907,2317,5478,5743,6769,7070,7790,8125,8466,9835
736,1993,6,13,9511,4327,6441,261,1185,3838,3908,4771,4858,5230,8044,8537,9400,2646,4266,5687,6562,6637,7843,7882,8331,8898,9811
737,1993,6,19,9124,2294,4343,3952,4695,5467,5972,6337,6564,7224,7359,9054,9896,136,1212,2001,5327,6169,6466,7006,7979,7981,8901
738,1993,6,20,6574,7739,4275,609,1274,1294,1816,8007,8016,8273,8329,8525,9081,559,1333,1676,2697,5784,7570,8196,8657,9337,9969
739,1993,6,26,9096,1002,8455,425,2468,2521,2911,5566,5932,8846,9287,9528,9775,661,905,1115,1841,2001,2424,8809,9638,9747,9748
740,1993,6,27,185,74,8456,103,471,4044,6152,6247,8412,8626,8770,8998,9713,1873,3197,3518,3755,3966,5615,6802,6834,8947,9965
741,1993,7,3,9061,7188,956,809,871,1921,4040,4304,4606,5785,6123,6516,8284,874,2473,4284,5445,6009,6996,8300,8338,9097,9496
742,1993,7,4,7498,6728,1341,344,566,647,2357,3079,3622,4489,5077,8587,8813,351,860,1055,1896,4867,5816,6073,7334,7466,9115
743,1993,7,10,4049,990,5162,32,226,243,1091,4331,5517,6302,6366,7452,8867,41,135,476,1178,1208,2847,3597,6382,6388,9019
744,1993,7,11,1181,7850,6548,617,988,4895,5724,5953,6954,7604,7826,9508,9728,114,678,3647,4659,7021,7292,8641,9027,9853,9989
745,1993,7,17,5762,271,7459,3078,3544,3991,5070,5416,5739,6406,6426,6904,6919,196,2090,2318,5380,5485,5498,6351,7467,7707,7998
746,1993,7,18,4553,2938,3376,1007,1036,1121,2888,4796,5245,5806,5854,6897,8320,291,464,3226,3724,3932,5358,5390,5546,7988,9917
747,1993,7,24,630,9910,6977,759,2689,4877,5148,6556,6911,7421,7578,8276,9176,510,880,3199,3973,4648,5449,5530,6228,7128,7946
748,1993,7,25,4768,2380,2952,1576,1761,1993,3780,5912,6254,6309,6619,6947,9372,42,1178,1920,2823,3128,6264,7770,7826,8887,9743
749,1993,7,31,1104,6497,2571,2402,2512,3907,3986,4924,5499,6214,8421,9035,9256,1871,2264,2794,4098,4381,5664,5679,5773,7850,8197
750,1993,8,1,3540,4321,1845,431,977,1221,2920,4316,6528,6719,7180,7634,8527,1956,4393,5645,5786,6005,6573,6653,6905,8763,9628
751,1993,8,7,8815,6941,6141,1284,1300,2537,3118,3496,4472,5296,7862,8713,9949,4,2362,3280,3404,5800,5996,6627,6685,6781,8676
752,1993,8,8,2662,8045,4222,355,740,1275,1683,2491,4772,6644,6716,7821,9855,1123,2959,3737,5146,5250,5767,6068,6419,6494,7306
753,1993,8,14,2214,4698,1472,467,476,767,996,1934,1957,4373,5790,7830,8137,716,892,892,1118,1366,4086,4622,5118,7880,8957
754,1993,8,15,273,469,4683,2317,3196,5687,5923,6005,7911,8114,8684,9103,9497,2325,3363,5450,5937,6526,7184,7745,8610,8882,9192
755,1993,8,21,5110,367,5403,1601,2698,3677,5263,5359,6441,6934,8577,9004,9352,242,723,1862,1911,2575,2983,2997,5187,5565,6337
756,1993,8,22,853,7165,8445,1289,1575,1584,2940,3694,4690,5123,5832,6313,7640,1372,1605,2127,2281,6743,6838,7115,8554,8729,9582
757,1993,8,28,7276,7703,318,1543,1737,3536,4327,4540,4903,5840,6534,7608,7678,2948,4204,5232,5423,5530,7275,7637,8192,8308,9393
758,1993,8,29,1787,7234,7774,2203,4550,4869,5544,7404,7473,7843,8207,8421,9154,1014,1349,2561,2609,3570,4910,5203,7249,7639,8232
759,1993,9,4,4452,9831,4578,852,2352,4565,5492,6009,6788,7175,7309,7704,9781,686,904,1989,4318,4516,6431,7253,7912,8412,9885
760,1993,9,5,3879,4429,1040,573,1346,2363,5258,6228,6254,6961,8398,8408,9937,622,2493,2689,4274,5038,5538,5748,7521,8071,9474
761,1993,9,11,2536,7162,6815,1065,3079,3675,3757,4499,4603,6005,6421,7109,8856,419,554,3257,3793,5363,5689,6700,6958,7094,8277
762,1993,9,12,6892,112,9710,120,1871,3739,4776,5036,6781,7225,8377,9409,9813,1587,4509,5185,5310,5407,5524,6405,7968,8371,9166
763,1993,9,18,4676,3601,5021,1667,3333,3616,3858,4090,5354,6177,7438,8290,9146,320,1528,2923,3598,3823,5062,8622,8915,9282,9294
764,1993,9,19,8234,4426,1409,251,2546,2779,2864,4230,5064,5430,9004,9573,9680,58,68,543,1801,2665,2792,3339,5070,7499,8856
765,1993,9,25,8099,5582,715,388,984,3998,4361,4910,7360,7846,8429,9076,9250,745,837,1965,2214,2621,2749,4471,4817,5022,9728
766,1993,9,26,1799,1956,3747,153,900,991,3581,4408,4496,6020,6820,8120,8915,905,2130,5171,6385,6583,6794,7415,7544,8317,9468
767,1993,10,2,7377,144,6828,969,1399,1605,5185,5197,7683,8019,8457,8461,9876,78,1628,3703,6913,7631,8115,8191,8443,9117,9388
768,1993,10,3,3975,1224,4888,2988,3068,3254,3430,4373,5622,6584,7643,8418,9929,175,229,986,3267,3515,3607,4832,6760,7606,9308
769,1993,10,9,7800,5941,3207,681,2085,3202,5027,5942,6102,7670,8045,8403,9319,134,1758,2029,2077,3883,4822,5670,6148,6376,7657
770,1993,10,10,9276,7094,4750,502,997,1425,1862,5397,5847,7416,8420,9438,9918,1289,2380,3565,4025,4311,4667,5312,5450,8411,9400
771,1993,10,16,2927,7383,3377,581,1238,2426,3618,4808,5653,5807,6242,7177,9165,212,1599,2320,2389,5610,6600,8107,8699,9177,9566
772,1993,10,17,802,7699,4591,714,1419,1659,1732,4013,4804,6541,6736,8781,9897,1555,2137,2558,2808,3048,3058,3266,3486,5792,8442
773,1993,10,23,8923,3508,2326,2392,2587,2593,3433,3960,3989,4778,5419,7734,8028,4382,4941,5894,6077,6493,6685,6999,8436,9189,9976
774,1993,10,24,9038,2953,9560,271,1374,1709,4601,4810,5981,6257,7793,8665,8735,3868,4156,4436,4550,4637,6171,6445,7082,7743,9717
775,1993,10,30,4492,6893,9411,1329,1845,2675,2862,4175,4730,4755,5777,6998,7286,3111,3544,3882,4293,4390,5572,5631,7488,7968,9107
776,1993,10,31,2569,2681,8877,801,1472,2504,3954,5765,6513,7031,8059,8287,9705,159,335,534,1125,3628,4072,7954,8187,8243,9843
777,1993,11,6,3014,8390,4117,1,292,551,2431,3425,3730,5396,6398,9457,9497,278,1733,1983,2630,6256,7446,8990,9604,9754,9795
778,1993,11,7,8225,7254,3493,689,747,2011,2185,2998,3768,4484,4507,6853,8301,781,1339,2720,3097,5767,5837,6370,9204,9418,9656
779,1993,11,13,1645,9256,9400,234,1087,3525,3742,3804,4624,7045,7385,7670,8164,3874,4289,5078,5407,5673,6316,6851,8225,9272,9295
780,1993,11,14,8053,5582,206,2517,2787,3341,3832,5640,6344,7451,7754,9452,9532,46,88,1016,4944,5339,7073,7267,8367,9468,9752
781,1993,11,20,7365,5699,1224,1092,2259,2868,4054,4948,5692,6687,8998,9262,9821,994,3107,3370,3463,3991,4363,4687,7394,9199,9951
782,1993,11,21,4872,3923,3313,276,978,2988,4267,4442,4662,5511,8249,8719,9408,356,3258,3908,5008,5164,7087,7262,8135,8529,8933
783,1993,11,27,3148,5631,2367,680,3436,3951,3954,6014,6401,6938,7549,7857,8823,192,258,1658,2023,5165,6246,6475,6488,6772,7030
784,1993,11,28,4629,1604,4587,100,1184,3155,4571,4620,7003,8045,8057,8162,9044,798,2649,2745,3179,3262,6194,6370,8141,8740,9912
785,1993,12,4,852,6137,185,3294,3395,4431,6383,6441,6880,8274,8557,9201,9358,1657,2494,2772,2925,3201,3881,5080,6633,9238,9600
786,1993,12,5,2445,7356,3326,1009,1089,2860,3220,4619,4644,6003,6516,6531,8682,565,1956,2953,5312,5818,5845,6499,7131,7219,8422
787,1993,12,11,3966,8007,1618,26,2579,3951,4040,4289,4440,5651,6419,6515,9959,40,439,632,1304,1779,2186,2674,3267,5282,9479
788,1993,12,12,3979,3700,8382,283,504,1848,2317,2362,2443,4534,4872,4986,6753,289,918,3217,4379,5743,5872,6135,7189,7557,9103
789,1993,12,18,8486,5824,8680,1302,1830,4511,5195,5228,6571,7236,7804,7953,8244,247,2378,4044,5235,5388,5488,7792,7861,8330,8346
790,1993,12,19,7443,1466,8187,1406,2961,3825,4793,6481,6487,7464,8086,8769,9466,68,3299,4989,5743,6184,6868,7723,8976,9482,9553
791,1993,12,25,5946,161,8822,738,1036,1081,1151,5176,5502,5550,8385,8557,9135,1588,2606,2794,3904,4313,4650,4719,4991,6199,9622
792,1993,12,26,6020,8721,4851,766,2245,2370,3739,4027,4326,4751,8451,9257,9423,409,2748,3968,4302,5976,6290,6622,7187,7212,7298
793,1994,1,1,885,6365,6894,137,169,333,1763,2081,4101,4572,5069,5751,9693,410,2922,3258,4466,5093,5111,5498,6136,7790,9395
794,1994,1,2,120,9873,4566,610,727,1213,1216,3219,3482,4449,4932,6664,9096,1217,2434,3663,4767,5422,5571,6566,7428,7837,8837
795,1994,1,8,4887,9875,4338,435,1933,2752,5064,5679,5908,6598,7772,8072,9736,188,569,911,1311,1420,4634,4747,4840,5103,8160
796,1994,1,9,1346,4455,4292,989,3318,3328,3573,6239,6293,7638,8236,8633,9914,535,1164,3999,5316,7159,7696,7939,8525,8700,8797
797,1994,1,15,7976,1251,2495,908,1093,2893,3302,4579,5309,5520,7832,7997,9895,473,745,784,1064,1456,1977,3542,7793,8411,8836
798,1994,1,16,8898,2329,700,844,903,2517,5865,6863,7228,7680,7774,7916,8298,4229,4309,4770,4793,4942,5708,6991,7360,7700,9930
799,1994,1,22,4852,3821,9305,4273,6000,7075,7757,7913,8449,9046,9074,9609,9880,27,685,1401,1733,3500,4367,4672,6920,8031,9068
800,1994,1,23,3743,7384,8968,306,430,2224,3224,3241,3506,3607,4590,5737,8680,539,1105,1554,1623,3577,3764,4911,6304,8421,8440
801,1994,1,29,3354,8707,6025,1273,1561,2899,2959,3552,3887,4889,5874,6744,6913,147,575,630,1634,3427,4082,4931,6255,8739,9475
802,1994,1,30,7434,3460,6071,2041,2175,3138,3276,4300,4878,6590,6906,8155,9515,1218,1573,2428,6186,6401,6898,9293,9545,9587,9700
803,1994,2,5,994,1486,3516,128,959,1071,2383,3041,4896,5338,6740,8370,9036,30,1382,1798,3692,4046,4169,4240,6470,6945,7485
804,1994,2,6,1568,7911,6388,1811,1884,2252,2632,2661,3210,3953,5217,8335,9455,925,1159,1542,1714,1798,2290,6262,6790,7471,7979
805,1994,2,12,2619,9535,6962,415,1356,3703,4421,5220,6878,8267,9004,9135,9740,251,471,614,1463,1514,3612,6100,7245,8877,9476
806,1994,2,13,8510,2220,2353,302,1238,1528,1585,2290,2464,2940,4144,5072,6362,2035,2324,3088,3127,5445,5494,7178,7771,8244,8508
807,1994,2,19,3212,4174,8895,375,3246,3416,4792,4976,5535,5656,6369,7114,9207,257,1332,1640,1655,3347,5058,5510,6852,7063,8029
808,1994,2,20,5207,6130,2756,344,659,1547,2413,3044,5961,8531,8545,9024,9798,1967,1998,4052,6069,6901,7568,8746,9453,9669,9688
809,1994,2,26,6993,4548,980,1066,1230,2769,3028,5889,6028,6316,7823,8322,9666,1484,1859,2049,3432,3504,3763,6945,7261,8175,8683
810,1994,2,27,7088,1375,4720,1239,1765,2797,3001,3588,4250,4878,5290,6593,7637,285,913,1870,3047,4832,5323,6392,7770,8582,8920
811,1994,3,5,910,8038,4508,836,4103,4241,4709,5524,7405,8320,8568,8746,9758,102,1554,2508,3193,3553,3769,3935,3959,4741,5766
812,1994,3,6,3536,4150,8146,1199,1625,2019,2855,3929,6370,7315,8699,8784,9685,855,1438,2135,3274,4010,4893,6150,6754,8592,9422
813,1994,3,12,7729,4903,4687,370,1506,2057,3381,4483,6369,6977,6995,7362,7735,506,1765,2229,2593,3311,3893,5067,5071,8126,8867
814,1994,3,13,1924,370,918,356,357,1273,1781,2255,3936,4299,4847,8143,9729,219,1852,1860,2168,2532,5178,7228,7636,7834,8463
815,1994,3,19,1355,6560,7483,1112,1648,1999,2162,3083,3734,5087,5947,7235,7630,61,744,2642,4396,5651,5742,6665,7598,7822,8319
816,1994,3,20,2630,7101,6514,573,805,1216,1462,5555,5608,7132,7239,7622,9173,1642,1846,2466,4007,5406,5755,6664,7268,8838,9526
817,1994,3,26,3233,4738,9200,1353,1384,1600,2939,3097,5845,7041,7354,7614,8566,1717,1741,2290,2466,3116,3613,4282,6261,6412,7022
818,1994,3,27,6664,1559,6667,732,1089,1484,1833,2040,2953,3139,8223,8553,9751,684,696,2700,3671,3808,4527,5458,6321,6358,8720
819,1994,4,2,3336,7106,3086,59,1128,3291,3417,3921,4380,4612,6904,8445,9636,740,826,1053,2633,3545,3609,6312,7740,8344,9419
820,1994,4,3,8671,5610,2576,487,1280,2062,2700,3431,4309,5081,7971,8114,8268,1029,1851,3244,3507,3673,4137,5873,6268,7310,7683
821,1994,4,9,8797,732,9871,3038,3272,3298,6842,7415,8170,8261,8292,8307,9509,2448,3552,4479,4755,4764,6473,8103,8257,9013,9228
822,1994,4,10,3623,3241,6268,3643,3961,4639,4713,4906,8262,8720,9026,9123,9400,78,2808,4996,4999,6308,6949,7477,8296,8843,9984
823,1994,4,16,6399,463,8178,1765,3198,3826,4004,4568,5170,7558,8855,9040,9719,906,1874,3212,3730,4496,4831,6831,8706,8846,9335
824,1994,4,17,1318,8735,2112,213,777,1645,3046,3994,4249,5006,7721,8350,8880,4648,5112,5540,5844,5884,6041,6606,6770,7604,8421
825,1994,4,23,8629,3448,7710,18,2866,3515,3759,3848,4215,5374,5972,7878,8505,14,4671,7085,7329,7928,8045,8358,9383,9514,9709
826,1994,4,24,1990,2458,1015,429,723,1183,1270,1504,5596,6817,7944,8449,9652,476,1014,2089,4480,4890,6945,7254,7543,7632,9052
827,1994,4,30,4820,1556,7301,866,1399,1620,2438,3926,4167,4358,4812,7953,9373,841,3363,3548,4219,4708,5720,5989,6877,7069,7266
828,1994,5,1,1757,8496,4844,1139,2710,3660,4548,4832,5253,7025,7844,7948,9431,611,1390,1802,4307,4414,5046,5329,7648,8172,8254
829,1994,5,7,4669,89,9265,319,977,4335,5639,5958,8094,8628,8634,8760,9400,942,1643,2214,3432,3711,4896,6106,7359,7643,9976
830,1994,5,8,1115,9785,5532,1794,1945,1989,2271,4876,5852,8139,8317,8589,9505,610,816,1668,2229,2381,2672,2932,3205,6438,6731
831,1994,5,14,1962,3513,2459,432,753,3533,6140,6598,7103,8029,8269,8984,9520,646,1291,1456,3193,4045,4839,6200,7773,7797,9182
832,1994,5,15,1849,7825,3292,1408,1770,3600,5350,5624,5775,6119,7069,7446,9487,683,1880,3337,3416,5437,5620,6224,8580,8918,9074
833,1994,5,21,5265,8933,7776,3395,3481,4305,4462,5354,6972,7323,7791,8169,9097,901,2517,3011,3217,4324,5835,5917,7192,7257,8987
834,1994,5,22,9685,3432,3401,197,770,829,1474,3465,4181,7365,7512,7917,8965,19,593,2203,2342,3440,3790,4423,4892,5558,5841
835,1994,5,28,4554,4057,5885,259,686,1587,2474,5061,5347,5742,7708,8416,9498,138,403,728,949,1489,5330,8041,8781,9251,9505
836,1994,5,29,5993,6189,4638,379,645,1802,2003,2764,3459,3635,5382,8663,9521,2486,3272,4503,6176,6864,7402,7461,7763,8093,9486
837,1994,6,4,8936,1239,4816,186,326,774,1930,2441,4409,5083,8918,9453,9770,2222,2336,3237,4202,4321,4750,5395,6117,6568,8023
838,1994,6,5,711,3978,6971,386,518,551,1020,2035,3426,3439,4945,7755,8213,2416,4008,4195,5641,6127,6732,7166,7488,8516,9620
839,1994,6,11,1978,6338,2337,1736,1941,2282,2544,4613,4732,4808,7569,9140,9345,664,2016,3957,5505,5753,6236,6287,6831,8443,8902
840,1994,6,12,3763,8245,1723,54,1407,1643,2905,4331,5466,5682,6625,7710,9312,58,478,706,1117,1212,1686,7062,7827,7878,8073
841,1994,6,18,5217,3610,1779,321,4947,5272,5303,5960,6855,7438,8695,8916,9661,1482,1805,2192,3617,5237,6467,6785,7554,7767,8740
842,1994,6,19,5626,869,9916,52,117,2165,2289,2686,2702,3120,8176,8492,9211,46,169,628,1342,1790,2620,4746,5992,7844,8001
843,1994,6,25,2589,8257,6438,158,1613,3438,4598,6565,7364,9178,9332,9509,9828,808,1733,1824,2166,2384,3550,5138,7722,8397,9034
844,1994,6,26,3148,5273,15,31,1432,1528,3012,3315,3528,4167,4321,5737,7584,461,1362,1717,3833,4779,5043,8121,8355,9389,9441
845,1994,7,2,3524,9874,463,359,1189,1717,1871,3048,4055,5782,7141,7611,8177,630,986,1338,3651,3824,5954,7947,8248,8478,9666
846,1994,7,3,4189,170,330,48,193,575,1989,3349,3686,4212,7625,8285,9418,1076,1134,3637,5122,5358,6943,7469,7659,8185,8839
847,1994,7,9,1411,6605,9642,599,922,2255,2437,2889,3683,4939,8107,9367,9441,107,882,2173,2446,2577,4886,6158,6363,8255,9852
848,1994,7,10,101,5313,4056,3061,3173,3416,4102,4251,5158,7696,8105,9030,9392,650,1491,6391,6472,7246,8040,8428,8706,8796,8993
849,1994,7,16,5959,5599,9006,228,1239,1904,2622,3071,4563,8633,8998,9393,9999,361,746,1544,2432,8035,8351,9027,9109,9481,9550
850,1994,7,17,4326,4338,2759,165,745,983,1890,2312,4844,5510,5692,8623,9511,2207,3948,5623,6248,7104,7442,7930,8194,9081,9418
851,1994,7,23,5705,7497,9511,2500,2635,2875,4019,4579,4790,5511,6770,6791,9487,1245,2020,4736,5253,6315,6351,7377,7649,7759,8870
852,1994,7,24,4224,1565,6915,992,1588,1781,3131,4960,6613,7131,7364,8707,9046,760,780,3243,5181,5406,6101,8169,8366,9443,9504
853,1994,7,30,288,1569,903,1899,2621,4831,4864,5880,8451,8571,8576,8593,9779,1434,1820,2529,2704,4339,6125,6752,6983,9209,9888
854,1994,7,31,7816,2803,5480,19,190,1056,2532,3466,3774,4892,6692,7148,8893,10,4803,5358,5371,5786,6253,6313,6590,8095,9870
855,1994,8,6,226,5592,4746,370,1070,1929,2000,2091,2741,5092,5367,5996,8948,1361,2215,2893,3107,4185,5074,5516,6221,6616,8182
856,1994,8,7,8009,7068,854,211,838,883,4036,6284,6344,6523,8741,9545,9931,34,1436,2125,4260,4396,5338,6096,6585,8912,9361
857,1994,8,13,5175,899,20,983,1028,1765,4494,5927,7563,7712,8149,8277,8713,594,2484,3512,4136,5588,5871,5998,6386,7585,9586
858,1994,8,14,9941,847,3259,174,1920,2009,3328,3970,5102,5229,6337,6989,8451,2923,3096,3807,4210,5056,6122,7321,8268,9018,9245
